StudentID, Name, Gender, Birthday, SocialID, Main Class,Password
22127019,Pham Thi Bich,Female,2/12/2004,16000220,22CLC01,12345678
22127020,Ly Van Binh,Male,13/05/2004,10566086,22CLC02,12345678
22127021,Ly Thi Thanh Ngan,Female,24/09/2004,18204450,22CLC02,12345678
22127022,Hoang Thi Hong Nhung,Female,8/1/2004,12828750,22CLC01,12345678
22127023,Nguyen Thi Anh,Female,21/05/2004,10800060,22CLC01,12345678
22127024,Vu Thi Kim Anh,Female,4/10/2004,16585072,22CLC01,12345678
22127025,Vu Thi Thuy Duong,Female,16/02/2004,12006840,22CLC02,12345678
22127026,Ly Van Minh,Male,1/7/2004,14365000,22CLC02,12345678
22127027,Tran Thi Mai Huong,Female,14/10/2004,15064081,22CLC01,12345678
22127028,Trinh Thanh Tuan,Male,26/02/2004,18035434,22CLC02,12345678
22127029,Nguyen Thanh Tung,Male,9/6/2004,10004404,22CLC01,12345678
22127030,Ly Van Hoa,Male,22/10/2004,10982099,22CLC01,12345678
22127031,Do Van Thanh,Male,6/3/2004,14000295,22CLC02,12345678
22127032,Phan Huu Duc,Male,20/07/2004,14425340,22CLC01,12345678
22127033,Vu Minh Duc,Male,3/12/2004,18306407,22CLC02,12345678
22127034,Vu Minh Hieu,Male,14/05/2004,19065408,22CLC02,12345678
22127035,Tran Van Anh,Male,25/09/2004,18100022,22CLC01,12345678
22127036,Trinh Thi Hong Hanh,Female,9/1/2004,10241163,22CLC01,12345678
22127037,Nguyen Van Hai,Male,22/05/2004,18602095,22CLC02,12345678
22127038,Le Thi Ngoc,Female,5/10/2004,10180263,22CLC02,12345678
22127039,Le Thi Kim Anh,Female,17/02/2004,16225188,22CLC01,12345678
22127040,Pham Thi Lan Anh,Female,2/7/2004,18622740,22CLC01,12345678
23125001,Vu Thi Ngoc Anh,Female,7/6/2005,14022200,23APCS02,12345678
23125002,Dao Minh Hieu,Male,20/10/2005,10837830,23APCS02,12345678
23125003,Hoang Thi Kim Loan,Female,4/3/2005,12200050,23APCS01,12345678
23125004,Tran Minh Tuan,Male,18/07/2005,14023405,23APCS01,12345678
23125005,Duong Minh Anh,Male,1/12/2005,14106164,23APCS02,12345678
23125006,Bui Thi Thanh Nga,Female,12/5/2005,18292105,23APCS01,12345678
23125007,Dao Thi My,Female,23/09/2005,18056871,23APCS02,12345678
23125008,Nguyen Thi Hang,Female,7/1/2005,17088160,23APCS02,12345678
23125009,Ly Quoc Tuan,Male,20/05/2005,18506480,23APCS01,12345678
23125010,Le Thi Thu Huyen,Female,3/10/2005,18625442,23APCS02,12345678
23125011,Ly Thi Phuong Thao,Female,15/02/2005,15508588,23APCS01,12345678
23125012,Vu Van Hung,Male,29/06/2005,10452202,23APCS01,12345678
23125013,Vu Thi Ngoc Tram,Female,12/10/2005,10600698,23APCS01,12345678
23125014,Duong Minh Tam,Male,24/02/2005,10401810,23APCS02,12345678
23125015,Phan Thi Thanh Ngan,Female,7/6/2005,18104708,23APCS02,12345678
23125016,Pham Thi Thu Ha,Female,21/10/2005,10224001,23APCS02,12345678
23125017,Hoang Van Tam,Male,5/3/2005,18470043,23APCS01,12345678
23125018,Dang Thi Huong,Female,19/07/2005,10300051,23APCS01,12345678
23125019,Ngo Van Minh,Male,2/12/2005,15310278,23APCS02,12345678
23125020,Nguyen Van Hieu,Male,13/05/2005,10684596,23APCS01,12345678
23125021,Nguyen Thanh Tung,Male,24/09/2005,11220446,23APCS01,12345678
23125022,Tran Van Phuc,Male,8/1/2005,10026000,23APCS01,12345678
23125023,Phan Minh Anh,Male,21/05/2005,16500604,23APCS02,12345678
23125024,Bui Thi Minh,Female,4/10/2005,11025606,23APCS02,12345678
23125025,Dao Thi Thu Ha,Female,16/02/2005,10639850,23APCS02,12345678
23125026,Dao Thi Kim,Female,1/7/2005,19142058,23APCS02,12345678
23125027,Nguyen Thi Thu Thao,Female,14/10/2005,10212953,23APCS01,12345678
23125028,Dao Thanh Tung,Male,26/02/2005,15518584,23APCS02,12345678
23125029,Ly Thi Hong,Female,9/6/2005,18000309,23APCS01,12345678
23125030,Ngo Hai Duong,Male,22/10/2005,12680064,23APCS02,12345678
23125031,Hoang Minh Tam,Male,6/3/2005,13203887,23APCS01,12345678
23125032,Pham Thi Thu Hien,Female,20/07/2005,10009844,23APCS02,12345678
23125033,Le Thanh Tuan,Male,3/12/2005,10429701,23APCS01,12345678
23125034,Hoang Minh Quang,Male,14/05/2005,16031230,23APCS01,12345678
23125035,Do Dinh Phong,Male,25/09/2005,12645552,23APCS02,12345678
23125036,Dao Thi Thanh Thao,Female,9/1/2005,10206439,23APCS01,12345678
23125037,Ngo Thi Ngoc Hanh,Female,22/05/2005,13660300,23APCS01,12345678
23125038,Duong Thanh Hai,Male,5/10/2005,12738050,23APCS02,12345678
23125039,Ngo Thanh Tuan,Male,17/02/2005,15014089,23APCS02,12345678
23125040,Le Minh Hiep,Male,2/7/2005,16586085,23APCS01,12345678
23127001,Bui Thi Kim Thanh,Female,15/10/2005,11556047,23CLC02,12345678
23127002,Dang Minh Tam,Male,27/02/2005,10470046,23CLC01,12345678
23127003,Le Thi Thuy Trang,Female,11/6/2005,12646805,23CLC02,12345678
23127004,Dao Thanh Hieu,Male,24/10/2005,18621974,23CLC02,12345678
23127005,Ngo Thi Thu Hien,Female,7/3/2005,18264478,23CLC01,12345678
23127006,Ly Thi Ngoc Tram,Female,21/07/2005,16602026,23CLC01,12345678
23127007,Trinh Van Minh,Male,4/12/2005,18608000,23CLC01,12345678
23127008,Duong Thanh Tung,Male,15/05/2005,17760468,23CLC01,12345678
23127009,Tran Thi Thanh Thao,Female,26/09/2005,19878571,23CLC01,12345678
23127010,Ngo Thi Thu Huong,Female,10/1/2005,16080600,23CLC01,12345678
23127011,Do Thi Hoa,Female,23/05/2005,12484805,23CLC01,12345678
23127012,Phan Van Hoa,Male,6/10/2005,18246603,23CLC01,12345678
23127013,Do Thi Thuy,Female,18/02/2005,10120006,23CLC01,12345678
23127014,Pham Van Hai,Male,3/7/2005,10520074,23CLC01,12345678
23127015,Bui Thi Hanh,Female,16/10/2005,10000070,23CLC02,12345678
23127016,Bui Minh Hieu,Male,28/02/2005,10180835,23CLC02,12345678
23127017,Nguyen Thi Hien,Female,12/6/2005,10800924,23CLC02,12345678
23127018,Ngo Thi Loan,Female,25/10/2005,11886010,23CLC02,12345678
23127019,Bui Thi Hong Ngoc,Female,8/3/2005,10204000,23CLC02,12345678
23127020,Trinh Xuan Truong,Male,22/07/2005,16220286,23CLC02,12345678
23127021,Le Thi Thuy Linh,Female,5/12/2005,16956472,23CLC01,12345678
23127022,Tran Thanh Tung,Male,16/05/2005,10453648,23CLC02,12345678
23127023,Do Minh Hoa,Male,27/09/2005,10648524,23CLC02,12345678
23127024,Dao Thi Thanh Huong,Female,11/1/2005,14228065,23CLC02,12345678
23127025,Vu Huu Nam,Male,24/05/2005,14600410,23CLC02,12345678
23127026,Dang Thi Thanh Truc,Female,7/10/2005,18247062,23CLC01,12345678
23127027,Le Thanh Nam,Male,19/02/2005,18868650,23CLC01,12345678
23127028,Dang Trung Kien,Male,3/7/2005,12430650,23CLC02,12345678
23127029,Duong Thi Thanh Truc,Female,16/10/2005,10196234,23CLC01,12345678
23127030,Le Minh Anh,Male,28/02/2005,12665204,23CLC02,12345678
23127031,Do Thi Thanh Hien,Female,12/6/2005,10490840,23CLC01,12345678
23127032,Nguyen Thi Ngoc Anh,Female,25/10/2005,15002205,23CLC01,12345678
23127033,Hoang Thi Nga,Female,8/3/2005,12084090,23CLC01,12345678
23127034,Nguyen Thi Kim Ngan,Female,22/07/2005,10008006,23CLC02,12345678
23127035,Ly Minh Hieu,Male,5/12/2005,10284683,23CLC02,12345678
23127036,Duong Thi Ngoc Trinh,Female,16/05/2005,14001840,23CLC01,12345678
23127037,Le Thi Phuong,Female,27/09/2005,10603276,23CLC02,12345678
23127038,Hoang Duc Long,Male,11/1/2005,18463062,23CLC02,12345678
23127039,Pham Thi Thuy Linh,Female,24/05/2005,16846900,23CLC02,12345678
23127040,Ly Van Duc,Male,7/10/2005,16208558,23CLC01,12345678
