Student ID,Student Name,Gender,Birthday,Social ID,Main Class,Password
20127176,Phan Van Trung,Male,21/12/2002,53791824,20CLC02,12345678
20127289,Dinh Thi Lan Anh,Female,10/9/2002,42987136,20CLC02,12345678
20127398,Huynh Van Nam,Male,5/5/2002,71563892,20CLC02,12345678
20127424,Tran Thi Kim Ngan,Female,20/2/2002,58479213,20CLC02,12345678
20127562,Nguyen Van Anh,Male,9/8/2002,37189265,20CLC02,12345678
20127632,Ho Thi Thu Trang,Female,29/4/2002,92648715,20CLC02,12345678
20127784,Vo Van Thanh,Male,17/1/2002,19836574,20CLC02,12345678
20127841,Le Thi Ngoc Anh,Female,7/11/2002,67389241,20CLC02,12345678
20127928,Truong Van Khanh,Male,23/6/2002,84157923,20CLC02,12345678
20127163,Nguyen Thi Thu Ha,Female,12/3/2002,29518476,20CLC02,12345678
20127281,Tran Van Long,Male,27/9/2002,61872945,20CLC02,12345678
20127384,Le Thi Thu Huong,Female,18/5/2002,37298461,20CLC02,12345678
20127496,Pham Van Son,Male,4/1/2002,94761853,20CLC02,12345678
20127577,Hoang Thi Thu Hang,Female,21/10/2002,58129347,20CLC02,12345678
20127698,Vo Van Phuong,Male,14/7/2002,72986514,20CLC02,12345678
20127757,Do Thi Bich Ngoc,Female,3/2/2002,53879462,20CLC02,12345678
20127846,Trinh Van Hieu,Male,11/11/2002,46128579,20CLC02,12345678
20127932,Bui Thi Thanh Thao,Female,28/8/2002,81947326,20CLC02,12345678
20127154,Luu Van Hien,Male,9/4/2002,67428159,20CLC02,12345678
20127279,Ngo Thi Thu Hang,Female,23/1/2002,23891467,20CLC02,12345678
20127393,Phan Van An,Male,6/6/2002,49728561,20CLC02,12345678
20127418,Dinh Thi Thanh Huyen,Female,16/12/2002,75261938,20CLC02,12345678
20127564,Huynh Van Thanh,Male,2/10/2002,36592184,20CLC02,12345678
20127661,Tran Thi Mai Anh,Female,15/5/2002,84751632,20CLC02,12345678
20127719,Nguyen Van Hoang,Male,10/2/2002,52189763,20CLC02,12345678
20127859,Ho Thi Bich Ngoc,Female,26/8/2002,73985421,20CLC02,12345678
20127946,Vo Van Hoa,Female,19/3/2002,18659742,20CLC02,12345678
20127135,Le Thi Thuy Trang,Male,7/11/2002,92713845,20CLC03,12345678
20127288,Truong Van Anh,Male,27/6/2002,58147236,20CLC03,12345678
20127399,Nguyen Thi Kim Anh,Female,12/4/2002,49381725,20CLC03,12345678
20127426,Tran Van Hieu,Male,8/1/2002,74682193,20CLC03,12345678
20127547,Le Thi Bich Ngoc,Female,22/9/2002,92583741,20CLC03,12345678
20127628,Pham Van Hoang,Male,4/5/2002,63479218,20CLC03,12345678
20127718,Hoang Thi Thu Ha,Female,29/1/2002,17954286,20CLC03,12345678
20127848,Vo Van Hieu,Male,11/8/2002,41786523,20CLC03,12345678
20127956,Do Thi Mai Anh,Female,3/3/2002,29815746,20CLC03,12345678
20127184,Trinh Van Hung,Male,17/10/2002,84632971,20CLC03,12345678
20127238,Bui Thi Thuy Linh,Female,6/6/2002,75149268,20CLC03,12345678
20127342,Luu Van Tuan,Male,21/1/2002,59328741,20CLC03,12345678
20127494,Ngo Thi Thu Trang,Female,14/7/2002,42178956,20CLC03,12345678
20127568,Phan Van Nam,Male,28/3/2002,81743629,20CLC03,12345678
20127673,Dinh Thi Thu Ha,Female,8/12/2002,62891437,20CLC03,12345678
20127736,Huynh Van Hieu,Male,1/10/2002,37459682,20CLC03,12345678
20127854,Tran Thi Thu Huong,Female,16/5/2002,59182743,20CLC03,12345678
20127922,Nguyen Van Khanh,Male,9/2/2002,23681597,20CLC03,12345678
20127165,Ho Thi Thanh Thao,Female,25/9/2002,97428153,20CLC03,12345678
20127269,Vo Van Trung,Male,15/4/2002,68194732,20CLC03,12345678
20127383,Le Thi My Linh,Female,6/12/2002,45792816,20CLC03,12345678
20127432,Truong Van Huy,Male,31/7/2002,31987254,20CLC03,12345678
20127573,Nguyen Thi Thu Hang,Female,18/3/2002,82475193,20CLC03,12345678
20127642,Tran Van Phuong,Male,5/11/2002,59861427,20CLC03,12345678
20127714,Le Thi Huong,Female,24/6/2002,74318925,20CLC03,12345678
20127821,Pham Van Nam,Male,11/2/2002,86527941,20CLC03,12345678
20127984,Hoang Thi Phuong Thao,Female,3/8/2002,54281736,20CLC03,12345678
20127136,Vo Van Anh,Male,20/1/2002,19845372,20CLC03,12345678
20127272,Do Thi Lan,Female,13/10/2002,73652194,20CLC03,12345678
20127327,Trinh Van An,Male,26/5/2002,87926154,20CLC03,12345678
20127486,Bui Thi Hoa,Female,12/3/2002,52481973,20CLC03,12345678
20127558,Luu Van Anh,Male,7/9/2002,31968574,20CLC03,12345678
20127631,Ngo Thi Thu Huyen,Female,19/4/2002,48719635,20CLC03,12345678
20127763,Phan Van Quan,Male,8/12/2002,91537428,20CLC03,12345678
20127867,Dinh Thi Kim Anh,Female,24/7/2002,64298157,20CLC03,12345678
20127976,Huynh Van Anh,Male,10/2/2002,75849321,20CLC03,12345678
20127142,Tran Thi Thanh Thao,Female,5/10/2002,27951483,20CLC03,12345678
20127229,Nguyen Van Anh,Male,21/5/2002,63497218,20CLC03,12345678
20127346,Ho Thi Thu Huong,Female,13/1/2002,85149736,20CLC03,12345678
20127476,Vo Van Minh,Male,28/8/2002,29786514,20CLC03,12345678
20127536,Le Thi Hong,Female,14/4/2002,41628975,20CLC03,12345678
20127648,Truong Van Anh,Male,7/12/2002,58913726,20CLC03,12345678
20127727,Nguyen Thi Thanh Huong,Female,19/9/2002,72398145,20CLC03,12345678
20127816,Tran Van Huy,Male,3/6/2002,85716493,20CLC03,12345678
20127944,Le Thi Mai Anh,Female,9/11/2002,49128736,20CLC03,12345678
20127147,Pham Van Hieu,Male,26/2/2002,73681529,20CLC03,12345678
20127262,Hoang Thi Thu Trang,Female,12/8/2002,58239467,20CLC03,12345678
20127361,Vo Van Hoang,Male,2/4/2002,37985164,20CLC03,12345678
20127467,Do Thi Thu Huong,Female,15/12/2002,91468372,20CLC03,12345678
20127582,Trinh Van Anh,Male,8/9/2002,64731825,20CLC03,12345678
21127184,Le Thi Hong,Male,8/7/2003,67539124,21CLC01,12345678
21127265,Truong Van Anh,Female,23/4/2003,91825476,21CLC01,12345678
21127317,Nguyen Thi Thanh Huong,Male,9/9/2003,73615948,21CLC01,12345678
21127429,Tran Van Huy,Female,13/2/2003,49237856,21CLC01,12345678
21127591,Le Thi Mai Anh,Male,28/10/2003,61798524,21CLC01,12345678
21127682,Pham Van Hieu,Female,19/6/2003,28419637,21CLC01,12345678
21127736,Hoang Thi Thu Trang,Male,8/1/2003,93152768,21CLC01,12345678
21127847,Vo Van Hoang,Female,14/12/2003,54673981,21CLC01,12345678
21127938,Do Thi Thu Huong,Male,25/3/2003,79281534,21CLC01,12345678
21127198,Trinh Van Anh,Female,6/8/2003,35972846,21CLC01,12345678
21127293,Bui Thi Thanh Thuy,Male,10/5/2003,81439257,21CLC01,12345678
21127324,Luu Van Hoang,Female,7/11/2003,67298514,21CLC01,12345678
21127458,Ngo Thi Thu Thao,Male,20/9/2003,49528713,21CLC01,12345678
21127561,Phan Van Hung,Female,3/2/2003,82716943,21CLC01,12345678
21127674,Dinh Thi Ngoc Anh,Male,12/7/2003,31679824,21CLC01,12345678
21127789,Huynh Van Huy,Female,29/1/2003,97481536,21CLC01,12345678
21127856,Tran Thi Kim Anh,Male,17/6/2003,53891746,21CLC01,12345678
21127943,Nguyen Van Hieu,Female,11/4/2003,72138965,21CLC01,12345678
21127187,Ho Thi Thu Ha,Male,2/8/2003,48597236,21CLC01,12345678
21127242,Vo Van Anh,Female,16/12/2003,62931857,21CLC01,12345678
21127381,Le Thi Thuy Trang,Male,24/10/2003,93126478,21CLC01,12345678
21127437,Truong Van Hieu,Female,22/3/2003,47652891,21CLC01,12345678
21127528,Nguyen Thi Kim Anh,Male,9/7/2003,81947563,21CLC01,12345678
21127663,Tran Van Hieu,Female,5/6/2003,26749381,21CLC01,12345678
21127758,Le Thi Bich Ngoc,Male,21/11/2003,58419736,21CLC01,12345678
21127819,Pham Van Hoang,Female,1/2/2003,93218547,21CLC01,12345678
21127954,Hoang Thi Thu Ha,Male,28/9/2003,71983256,21CLC01,12345678
21127162,Vo Van Hieu,Female,14/8/2003,85694172,21CLC01,12345678
21127276,Do Thi Mai Anh,Male,7/4/2003,37482915,21CLC01,12345678
21127368,Trinh Van Hung,Female,19/1/2003,59872431,21CLC01,12345678
21127485,Bui Thi Thuy Linh,Male,23/5/2003,68794213,21CLC01,12345678
21127591,Luu Van Tuan,Female,12/10/2003,25398476,21CLC01,12345678
21127647,Ngo Thi Thu Trang,Male,8/3/2003,81965273,21CLC01,12345678
21127798,Phan Van Nam,Female,2/9/2003,42687193,21CLC01,12345678
21127861,Dinh Thi Thu Ha,Male,11/6/2003,97826351,21CLC01,12345678
21127975,Huynh Van Hieu,Female,15/12/2003,75128964,21CLC01,12345678
21127153,Tran Thi Thu Huong,Male,26/8/2003,53927184,21CLC01,12345678
21127289,Nguyen Van Khanh,Female,18/4/2003,46219738,21CLC01,12345678
21127319,Ho Thi Thanh Thao,Male,3/11/2003,81429567,21CLC01,12345678
21127435,Vo Van Trung,Female,20/7/2003,67519342,21CLC01,12345678
21127528,Le Thi My Linh,Male,9/2/2003,32895746,21CLC01,12345678
21127671,Truong Van Huy,Female,5/10/2003,49182756,21CLC01,12345678
21127789,Nguyen Thi Thu Hang,Male,24/6/2003,76821943,21CLC01,12345678
21127851,Tran Van Phuong,Female,13/1/2003,51963724,21CLC01,12345678
21127942,Le Thi Huong,Male,17/3/2003,27618395,21CLC01,12345678
21127178,Pham Van Nam,Female,30/11/2003,93461875,21CLC01,12345678
21127298,Hoang Thi Phuong Thao,Male,22/9/2003,85239147,21CLC01,12345678
21127365,Vo Van Anh,Female,10/5/2003,71689453,21CLC01,12345678
21127423,Do Thi Lan,Male,6/7/2003,48297356,21CLC01,12345678
21127564,Trinh Van An,Female,21/12/2003,69582147,21CLC01,12345678
21127689,Bui Thi Hoa,Male,1/10/2003,34718692,21CLC02,12345678
21127775,Luu Van Anh,Female,8/4/2003,58137294,21CLC02,12345678
21127814,Ngo Thi Thu Huyen,Male,18/2/2003,93621548,21CLC02,12345678
21127962,Phan Van Quan,Female,11/8/2003,27951486,21CLC02,12345678
21127189,Dinh Thi Kim Anh,Male,28/3/2003,48769132,21CLC02,12345678
21127274,Huynh Van Anh,Female,15/6/2003,62184397,21CLC02,12345678
21127359,Tran Thi Thanh Thao,Male,7/1/2003,35892746,21CLC02,12345678
21127447,Nguyen Van Anh,Female,25/11/2003,79215834,21CLC02,12345678
21127596,Ho Thi Thu Huong,Male,3/9/2003,41689572,21CLC02,12345678
21127632,Vo Van Minh,Female,17/5/2003,95731846,21CLC02,12345678
21127748,Le Thi Hong,Male,12/10/2003,82456971,21CLC02,12345678
21127817,Truong Van Anh,Female,22/7/2003,57169382,21CLC02,12345678
21127994,Nguyen Thi Thanh Huong,Male,5/4/2003,69413825,21CLC02,12345678
21127163,Tran Van Huy,Female,19/1/2003,83659724,21CLC02,12345678
21127283,Le Thi Mai Anh,Male,9/11/2003,42871963,21CLC02,12345678
21127396,Pham Van Hieu,Female,30/8/2003,59123874,21CLC02,12345678
21127484,Hoang Thi Thu Trang,Male,14/2/2003,79815264,21CLC02,12345678
21127516,Vo Van Hoang,Female,24/6/2003,32487961,21CLC02,12345678
21127697,Do Thi Thu Huong,Male,11/3/2003,95627418,21CLC02,12345678
21127783,Trinh Van Anh,Female,26/10/2003,48169257,21CLC02,12345678
21127871,Bui Thi Thanh Thuy,Male,6/7/2003,73251968,21CLC02,12345678
21127964,Luu Van Hoang,Female,21/12/2003,81547263,21CLC02,12345678
21127174,Ngo Thi Thu Thao,Male,10/9/2003,26948137,21CLC02,12345678
21127292,Phan Van Hung,Female,5/5/2003,73485126,21CLC02,12345678
21127351,Dinh Thi Ngoc Anh,Male,20/2/2003,68197235,21CLC02,12345678
21127424,Huynh Van Huy,Female,9/8/2003,54761892,21CLC02,12345678
21127563,Tran Thi Kim Anh,Male,29/4/2003,31258974,21CLC02,12345678
21127682,Nguyen Van Hieu,Female,17/1/2003,92631847,21CLC02,12345678
21127791,Ho Thi Thu Ha,Male,7/11/2003,75829134,21CLC02,12345678
21127862,Vo Van Anh,Female,23/6/2003,19875346,21CLC02,12345678
21127957,Le Thi Thuy Trang,Male,12/3/2003,64928751,21CLC02,12345678
21127192,Truong Van Hieu,Female,27/9/2003,82519647,21CLC02,12345678
21127263,Nguyen Thi Kim Anh,Male,18/5/2003,53149768,21CLC02,12345678
21127374,Tran Van Hieu,Female,4/1/2003,29871564,21CLC02,12345678
21127487,Le Thi Bich Ngoc,Male,21/10/2003,74196582,21CLC02,12345678
21127546,Pham Van Hoang,Female,14/7/2003,68517942,21CLC02,12345678
21127621,Hoang Thi Thu Ha,Male,3/2/2003,57289314,21CLC02,12345678
21127798,Vo Van Hieu,Female,11/11/2003,83154796,21CLC02,12345678
21127841,Do Thi Mai Anh,Male,28/8/2003,49732856,21CLC02,12345678
21127963,Trinh Van Hung,Female,9/4/2003,67895241,21CLC02,12345678
21127153,Bui Thi Thuy Linh,Male,23/1/2003,28571963,21CLC02,12345678
21127286,Luu Van Tuan,Female,6/6/2003,74683159,21CLC02,12345678
21127397,Ngo Thi Thu Trang,Male,16/12/2003,58129746,21CLC02,12345678
21127482,Phan Van Nam,Female,2/10/2003,93784612,21CLC02,12345678
21127536,Dinh Thi Thu Ha,Male,15/5/2003,62491738,21CLC02,12345678
21127678,Huynh Van Hieu,Female,10/2/2003,85721396,21CLC02,12345678
21127741,Tran Thi Thu Huong,Male,26/8/2003,49368527,21CLC02,12345678
21127869,Nguyen Van Khanh,Female,19/3/2003,61852974,21CLC02,12345678
21127982,Ho Thi Thanh Thao,Female,7/11/2003,25947183,21CLC02,12345678
21127168,Vo Van Trung,Male,27/6/2003,73419652,21CLC02,12345678
21127273,Le Thi My Linh,Male,12/4/2003,85714269,21CLC03,12345678
21127398,Truong Van Huy,Female,8/1/2003,39287461,21CLC03,12345678
21127454,Nguyen Thi Thu Hang,Male,22/9/2003,68421953,21CLC03,12345678
21127586,Tran Van Phuong,Female,4/5/2003,51972468,21CLC03,12345678
21127643,Le Thi Huong,Male,29/1/2003,87964125,21CLC03,12345678
21127796,Pham Van Nam,Female,11/8/2003,43287169,21CLC03,12345678
21127812,Hoang Thi Phuong Thao,Male,3/3/2003,76943128,21CLC03,12345678
21127967,Vo Van Anh,Female,17/10/2003,58497132,21CLC03,12345678
21127193,Do Thi Lan,Male,6/6/2003,29761485,21CLC03,12345678
21127258,Trinh Van An,Female,21/1/2003,63128745,21CLC03,12345678
21127378,Bui Thi Hoa,Male,14/7/2003,84927136,21CLC03,12345678
21127448,Luu Van Anh,Female,28/3/2003,52793164,21CLC03,12345678
21127563,Ngo Thi Thu Huyen,Male,8/12/2003,31687429,21CLC03,12345678
21127679,Phan Van Quan,Female,1/10/2003,79481362,21CLC03,12345678
21127795,Dinh Thi Kim Anh,Male,16/5/2003,56897241,21CLC03,12345678
21127842,Huynh Van Anh,Female,9/2/2003,43198726,21CLC03,12345678
21127967,Tran Thi Thanh Thao,Male,25/9/2003,27519843,21CLC03,12345678
21127139,Nguyen Van Anh,Female,15/4/2003,82931456,21CLC03,12345678
21127297,Ho Thi Thu Huong,Male,6/12/2003,75418632,21CLC03,12345678
21127385,Vo Van Minh,Female,31/7/2003,49285176,21CLC03,12345678
21127476,Le Thi Hong,Male,18/3/2003,68321957,21CLC03,12345678
21127524,Truong Van Anh,Female,5/11/2003,91725468,21CLC03,12345678
21127657,Nguyen Thi Thanh Huong,Male,24/6/2003,54639127,21CLC03,12345678
21127798,Tran Van Huy,Female,11/2/2003,78165249,21CLC03,12345678
21127869,Le Thi Mai Anh,Male,3/8/2003,43912867,21CLC03,12345678
21127954,Pham Van Hieu,Female,20/1/2003,28561973,21CLC03,12345678
21127189,Hoang Thi Thu Trang,Male,13/10/2003,61729438,21CLC03,12345678
21127267,Vo Van Hoang,Female,26/5/2003,95283714,21CLC03,12345678
21127349,Do Thi Thu Huong,Male,12/3/2003,37895162,21CLC03,12345678
21127481,Trinh Van Anh,Female,7/9/2003,61429758,21CLC03,12345678
21127562,Bui Thi Thanh Thuy,Male,19/4/2003,78591426,21CLC03,12345678
21127697,Luu Van Hoang,Female,8/12/2003,32948756,21CLC03,12345678
21127738,Ngo Thi Thu Thao,Male,24/7/2003,97862153,21CLC03,12345678
21127846,Phan Van Hung,Female,10/2/2003,45678129,21CLC03,12345678
21127921,Dinh Thi Ngoc Anh,Male,5/10/2003,27961435,21CLC03,12345678
21127165,Huynh Van Huy,Female,21/5/2003,83197456,21CLC03,12345678
21127248,Tran Thi Kim Anh,Male,13/1/2003,54721398,21CLC03,12345678
21127381,Nguyen Van Hieu,Female,28/8/2003,69275841,21CLC03,12345678
21127496,Ho Thi Thu Ha,Male,14/4/2003,81549763,21CLC03,12345678
21127523,Vo Van Anh,Female,7/12/2003,23891457,21CLC03,12345678
21127684,Le Thi Thuy Trang,Male,19/9/2003,67932548,21CLC03,12345678
21127765,Truong Van Hieu,Female,3/6/2003,45219768,21CLC03,12345678
21127819,Nguyen Thi Kim Anh,Male,9/11/2003,39482157,21CLC03,12345678
21127937,Tran Van Hieu,Female,26/2/2003,71843956,21CLC03,12345678
21127197,Le Thi Bich Ngoc,Male,12/8/2003,58671942,21CLC03,12345678
21127268,Pham Van Hoang,Female,2/4/2003,24983167,21CLC03,12345678
21127345,Hoang Thi Thu Ha,Male,15/12/2003,93287514,21CLC03,12345678
21127478,Vo Van Hieu,Female,8/9/2003,67419852,21CLC03,12345678
21127532,Do Thi Mai Anh,Male,24/5/2003,52163987,21CLC03,12345678
21127689,Trinh Van Hung,Female,5/1/2003,49728156,21CLC03,12345678
22127181,Le Thi Thuy Trang,Male,4/11/2004,73159248,22CLC01,12345678
22127172,Tran Thi Bao,Female,23/09/2004,29684175,22CLC01,12345678
22127183,Le Quoc Cuong,Male,17/07/2004,81537694,22CLC01,12345678
22127191,Pham Thi Dung,Female,19/06/2004,54729861,22CLC01,12345678
22127236,Hoang Van Duy,Male,29/08/2004,68294157,22CLC01,12345678
22127235,Nguyen Thi Ha,Female,9/10/2004,32419786,22CLC01,12345678
22127198,Tran Van Hieu,Male,2/1/2004,79851264,22CLC01,12345678
22127159,Le Thi Lan,Female,27/04/2004,58317924,22CLC01,12345678
22127279,Pham Van Long,Male,8/5/2004,24938671,22CLC01,12345678
22127291,Hoang Thi Mai,Female,14/02/2004,73681945,22CLC01,12345678
22127293,Nguyen Van Minh,Male,13/03/2004,41897562,22CLC01,12345678
22127184,Tran Thi Nga,Female,18/12/2004,95423786,22CLC01,12345678
22127175,Le Van Phuc,Male,11/7/2004,62817954,22CLC01,12345678
22127247,Pham Thi Quyen,Female,28/09/2004,73159248,22CLC01,12345678
22127266,Hoang Van Son,Male,25/08/2004,29684175,22CLC01,12345678
22127140,Nguyen Thi Thu,Female,1/6/2004,81537694,22CLC01,12345678
22127156,Tran Van Tuan,Male,26/10/2004,54729861,22CLC01,12345678
22127194,Le Thi Uyen,Female,5/3/2004,68294157,22CLC01,12345678
22127210,Pham Van Vinh,Male,22/11/2004,32419786,22CLC01,12345678
22127267,Hoang Thi Yen,Female,16/01/2004,79851264,22CLC01,12345678
22127174,Nguyen Van Anh,Male,7/4/2004,58317924,22CLC01,12345678
22127233,Tran Thi Bich,Female,3/9/2004,24938671,22CLC01,12345678
22127180,Le Quoc Chinh,Male,21/05/2004,73681945,22CLC01,12345678
22127270,Pham Thi Dao,Female,12/8/2004,41897562,22CLC01,12345678
22127245,Hoang Van Duong,Male,15/07/2004,95423786,22CLC01,12345678
22127199,Nguyen Thi Giang,Female,10/12/2004,62817954,22CLC01,12345678
22127142,Tran Van Huy,Male,20/06/2004,73159248,22CLC01,12345678
22127166,Le Thi Ly,Female,30/04/2004,29684175,22CLC01,12345678
22127160,Pham Van Nam,Male,6/2/2004,81537694,22CLC01,12345678
22127287,Hoang Thi Ngoc,Female,24/03/2004,54729861,22CLC01,12345678
22127155,Nguyen Van Phong,Male,31/10/2004,68294157,22CLC01,12345678
22127290,Tran Thi Quy,Female,17/09/2004,32419786,22CLC01,12345678
22127231,Le Van Quan,Male,19/11/2004,79851264,22CLC01,12345678
22127229,Pham Thi Rang,Female,14/08/2004,58317924,22CLC01,12345678
22127261,Hoang Van Sang,Male,23/01/2004,24938671,22CLC01,12345678
22127275,Nguyen Thi Trang,Female,9/5/2004,73681945,22CLC01,12345678
22127196,Tran Van Tri,Male,8/7/2004,41897562,22CLC01,12345678
22127189,Le Thi Thanh,Female,2/12/2004,95423786,22CLC01,12345678
22127215,Pham Van Thinh,Male,1/3/2004,62817954,22CLC01,12345678
22127268,Hoang Thi Truc,Female,11/6/2004,73159248,22CLC01,12345678
22127187,Nguyen Van Binh,Male,28/08/2004,29684175,22CLC01,12345678
22127179,Tran Thi Cam,Female,25/04/2004,81537694,22CLC01,12345678
22127185,Le Quoc Dinh,Male,20/02/2004,54729861,22CLC01,12345678
22127176,Pham Thi Diem,Female,12/11/2004,68294157,22CLC01,12345678
22127257,Hoang Van Hung,Male,7/10/2004,32419786,22CLC01,12345678
22127256,Nguyen Thi Lan,Female,3/5/2004,79851264,22CLC01,12345678
22127165,Tran Van Loc,Male,16/09/2004,58317924,22CLC01,12345678
22127186,Le Thi Mai,Female,5/7/2004,24938671,22CLC01,12345678
22127285,Pham Van Nhan,Male,22/12/2004,73681945,22CLC01,12345678
22127154,Hoang Thi Nhung,Female,15/01/2004,41897562,22CLC01,12345678
22127161,Nguyen Van Cuong,Male,24/06/2004,95423786,22CLC02,12345678
22127216,Tran Thi Duyen,Female,31/03/2004,62817954,22CLC02,12345678
22127144,Le Quoc Gia,Male,28/11/2004,73159248,22CLC02,12345678
22127258,Pham Thi Ha,Female,10/8/2004,29684175,22CLC02,12345678
22127152,Hoang Van Khoa,Male,9/2/2004,81537694,22CLC02,12345678
